FILE,BAND,FWHM
KiDS_DR3.0_223.6_2.5_g_sci.fits,g,0.75526
KiDS_DR3.0_223.6_-2.5_i_sci.fits,i,0.71879
KiDS_DR3.0_223.6_2.5_i_sci.fits,i,0.9124
KiDS_DR3.0_223.6_-2.5_r_sci.fits,r,0.60814
KiDS_DR3.0_223.6_2.5_r_sci.fits,r,0.60452
KiDS_DR3.0_223.6_-2.5_u_sci.fits,u,1.16611
KiDS_DR3.0_223.6_2.5_u_sci.fits,u,1.2644
KiDS_DR3.0_224.0_-0.5_g_sci.fits,g,0.92208
KiDS_DR3.0_224.0_0.5_g_sci.fits,g,1.07023
KiDS_DR3.0_224.0_-0.5_i_sci.fits,i,0.86459
KiDS_DR3.0_224.0_0.5_i_sci.fits,i,0.60467
KiDS_DR3.0_224.0_-0.5_r_sci.fits,r,0.91583
KiDS_DR3.0_224.0_0.5_r_sci.fits,r,0.66389
KiDS_DR3.0_224.0_-0.5_u_sci.fits,u,0.93824
KiDS_DR3.0_224.0_0.5_u_sci.fits,u,0.88326
KiDS_DR3.0_224.0_-1.5_g_sci.fits,g,0.88955
KiDS_DR3.0_224.0_1.5_g_sci.fits,g,1.01913
KiDS_DR3.0_224.0_-1.5_i_sci.fits,i,0.76253
KiDS_DR3.0_224.0_1.5_i_sci.fits,i,0.64101
KiDS_DR3.0_224.0_-1.5_r_sci.fits,r,0.73524
KiDS_DR3.0_224.0_1.5_r_sci.fits,r,0.50222
KiDS_DR3.0_224.0_-1.5_u_sci.fits,u,1.11212
KiDS_DR3.0_224.0_1.5_u_sci.fits,u,1.236
KiDS_DR3.0_224.6_2.5_g_sci.fits,g,1.04295
KiDS_DR3.0_224.6_2.5_i_sci.fits,i,0.88913
KiDS_DR3.0_224.6_2.5_r_sci.fits,r,0.69679
KiDS_DR3.0_224.6_2.5_u_sci.fits,u,1.19669
KiDS_DR3.0_225.0_-0.5_g_sci.fits,g,0.87049
KiDS_DR3.0_225.0_0.5_g_sci.fits,g,0.72449
KiDS_DR3.0_225.0_-0.5_i_sci.fits,i,0.63305
KiDS_DR3.0_225.0_0.5_i_sci.fits,i,0.75281
KiDS_DR3.0_225.0_-0.5_r_sci.fits,r,0.68749
KiDS_DR3.0_225.0_0.5_r_sci.fits,r,0.59666
KiDS_DR3.0_225.0_-0.5_u_sci.fits,u,1.03205
KiDS_DR3.0_225.0_0.5_u_sci.fits,u,1.10819
KiDS_DR3.0_226.0_0.5_g_sci.fits,g,0.83611
KiDS_DR3.0_226.0_0.5_i_sci.fits,i,0.68862
KiDS_DR3.0_226.0_0.5_r_sci.fits,r,0.69054
KiDS_DR3.0_226.0_0.5_u_sci.fits,u,1.1451
KiDS_DR3.0_228.0_-0.5_g_sci.fits,g,0.91123
KiDS_DR3.0_228.0_-0.5_i_sci.fits,i,0.92006
KiDS_DR3.0_228.0_-0.5_r_sci.fits,r,0.57169
KiDS_DR3.0_228.0_-0.5_u_sci.fits,u,0.94945
KiDS_DR3.0_232.0_-0.5_g_sci.fits,g,0.99404
KiDS_DR3.0_232.0_0.5_g_sci.fits,g,0.9897
KiDS_DR3.0_232.0_-0.5_i_sci.fits,i,0.92685
KiDS_DR3.0_232.0_0.5_i_sci.fits,i,0.84247
KiDS_DR3.0_232.0_-0.5_r_sci.fits,r,0.7431
KiDS_DR3.0_232.0_0.5_r_sci.fits,r,0.66927
KiDS_DR3.0_232.0_-0.5_u_sci.fits,u,0.97179
KiDS_DR3.0_232.0_0.5_u_sci.fits,u,0.95777
KiDS_DR3.0_233.0_-0.5_g_sci.fits,g,0.75635
KiDS_DR3.0_233.0_0.5_g_sci.fits,g,0.88883
KiDS_DR3.0_233.0_-0.5_i_sci.fits,i,0.87076
KiDS_DR3.0_233.0_0.5_i_sci.fits,i,1.10869
KiDS_DR3.0_233.0_-0.5_r_sci.fits,r,0.69588
KiDS_DR3.0_233.0_0.5_r_sci.fits,r,0.73781
KiDS_DR3.0_233.0_-0.5_u_sci.fits,u,1.36183
KiDS_DR3.0_233.0_0.5_u_sci.fits,u,1.31243
KiDS_DR3.0_234.0_-0.5_g_sci.fits,g,0.94099
KiDS_DR3.0_234.0_0.5_g_sci.fits,g,0.76368
KiDS_DR3.0_234.0_-0.5_i_sci.fits,i,0.69514
KiDS_DR3.0_234.0_0.5_i_sci.fits,i,1.28737
KiDS_DR3.0_234.0_-0.5_r_sci.fits,r,0.62407
KiDS_DR3.0_234.0_0.5_r_sci.fits,r,0.55735
KiDS_DR3.0_234.0_-0.5_u_sci.fits,u,1.0015
KiDS_DR3.0_234.0_0.5_u_sci.fits,u,1.21026
KiDS_DR3.0_235.0_-0.5_g_sci.fits,g,1.0944
KiDS_DR3.0_235.0_0.5_g_sci.fits,g,0.8692
KiDS_DR3.0_235.0_-0.5_i_sci.fits,i,0.5868
KiDS_DR3.0_235.0_0.5_i_sci.fits,i,0.59934
KiDS_DR3.0_235.0_-0.5_r_sci.fits,r,0.65091
KiDS_DR3.0_235.0_0.5_r_sci.fits,r,0.63379
KiDS_DR3.0_235.0_-0.5_u_sci.fits,u,1.10733
KiDS_DR3.0_235.0_0.5_u_sci.fits,u,0.93523
KiDS_DR3.0_236.0_-0.5_g_sci.fits,g,0.81826
KiDS_DR3.0_236.0_0.5_g_sci.fits,g,0.8004
KiDS_DR3.0_236.0_-0.5_i_sci.fits,i,0.69228
KiDS_DR3.0_236.0_0.5_i_sci.fits,i,0.73663
KiDS_DR3.0_236.0_-0.5_r_sci.fits,r,0.79292
KiDS_DR3.0_236.0_0.5_r_sci.fits,r,0.66123
KiDS_DR3.0_236.0_-0.5_u_sci.fits,u,0.82973
KiDS_DR3.0_236.0_0.5_u_sci.fits,u,1.18652
KiDS_DR3.0_236.7_2.5_g_sci.fits,g,0.84241
KiDS_DR3.0_236.7_2.5_i_sci.fits,i,0.62841
KiDS_DR3.0_236.7_2.5_r_sci.fits,r,0.55941
KiDS_DR3.0_236.7_2.5_u_sci.fits,u,1.39867
KiDS_DR3.0_237.0_-0.5_g_sci.fits,g,0.77335
KiDS_DR3.0_237.0_0.5_g_sci.fits,g,0.94577
KiDS_DR3.0_237.0_-0.5_i_sci.fits,i,0.61781
KiDS_DR3.0_237.0_0.5_i_sci.fits,i,0.89546
KiDS_DR3.0_237.0_-0.5_r_sci.fits,r,0.82137
KiDS_DR3.0_237.0_0.5_r_sci.fits,r,0.56313
KiDS_DR3.0_237.0_-0.5_u_sci.fits,u,0.97299
KiDS_DR3.0_237.0_0.5_u_sci.fits,u,0.94241
KiDS_DR3.0_237.7_2.5_g_sci.fits,g,0.93586
KiDS_DR3.0_237.7_2.5_i_sci.fits,i,0.65625
KiDS_DR3.0_237.7_2.5_r_sci.fits,r,0.82681
KiDS_DR3.0_237.7_2.5_u_sci.fits,u,1.11241
KiDS_DR3.0_238.0_1.5_g_sci.fits,g,1.05606
KiDS_DR3.0_238.0_1.5_i_sci.fits,i,0.90202
KiDS_DR3.0_238.0_1.5_r_sci.fits,r,0.51378
KiDS_DR3.0_238.0_1.5_u_sci.fits,u,1.00163
KiDS_DR3.0_32.9_-32.1_g_sci.fits,g,0.89583
KiDS_DR3.0_32.9_-32.1_i_sci.fits,i,0.64939
KiDS_DR3.0_32.9_-32.1_r_sci.fits,r,0.66352
KiDS_DR3.0_32.9_-32.1_u_sci.fits,u,1.17041
KiDS_DR3.0_329.4_-32.1_g_sci.fits,g,0.84599
KiDS_DR3.0_329.4_-32.1_i_sci.fits,i,0.76962
KiDS_DR3.0_329.4_-32.1_r_sci.fits,r,0.55288
KiDS_DR3.0_329.4_-32.1_u_sci.fits,u,1.02824
KiDS_DR3.0_329.7_-31.2_g_sci.fits,g,0.79542
KiDS_DR3.0_329.7_-31.2_i_sci.fits,i,0.60659
KiDS_DR3.0_329.7_-31.2_r_sci.fits,r,0.55004
KiDS_DR3.0_329.7_-31.2_u_sci.fits,u,1.19453
KiDS_DR3.0_330.3_-33.1_g_sci.fits,g,0.7226
KiDS_DR3.0_330.3_-33.1_i_sci.fits,i,0.85855
KiDS_DR3.0_330.3_-33.1_r_sci.fits,r,0.79531
KiDS_DR3.0_330.3_-33.1_u_sci.fits,u,0.91568
KiDS_DR3.0_330.6_-32.1_g_sci.fits,g,0.75462
KiDS_DR3.0_330.6_-32.1_i_sci.fits,i,0.94979
KiDS_DR3.0_330.6_-32.1_r_sci.fits,r,0.66544
KiDS_DR3.0_330.6_-32.1_u_sci.fits,u,1.14583
KiDS_DR3.0_330.9_-31.2_g_sci.fits,g,0.98524
KiDS_DR3.0_330.9_-31.2_i_sci.fits,i,0.83742
KiDS_DR3.0_330.9_-31.2_r_sci.fits,r,0.66149
KiDS_DR3.0_330.9_-31.2_u_sci.fits,u,1.23478
KiDS_DR3.0_331.5_-33.1_g_sci.fits,g,0.95666
KiDS_DR3.0_331.5_-33.1_i_sci.fits,i,0.87921
KiDS_DR3.0_331.5_-33.1_r_sci.fits,r,0.60802
KiDS_DR3.0_331.5_-33.1_u_sci.fits,u,1.01047
KiDS_DR3.0_331.8_-32.1_g_sci.fits,g,1.13353
KiDS_DR3.0_331.8_-32.1_i_sci.fits,i,0.65036
KiDS_DR3.0_331.8_-32.1_r_sci.fits,r,0.71554
KiDS_DR3.0_331.8_-32.1_u_sci.fits,u,1.05566
KiDS_DR3.0_332.0_-31.2_g_sci.fits,g,0.96348
KiDS_DR3.0_332.0_-31.2_i_sci.fits,i,0.94292
KiDS_DR3.0_332.0_-31.2_r_sci.fits,r,0.98012
KiDS_DR3.0_332.0_-31.2_u_sci.fits,u,1.05053
KiDS_DR3.0_332.7_-33.1_g_sci.fits,g,0.80271
KiDS_DR3.0_332.7_-33.1_i_sci.fits,i,1.00115
KiDS_DR3.0_332.7_-33.1_r_sci.fits,r,0.88731
KiDS_DR3.0_332.7_-33.1_u_sci.fits,u,1.01732
KiDS_DR3.0_33.3_-33.1_g_sci.fits,g,0.70813
KiDS_DR3.0_33.3_-33.1_i_sci.fits,i,0.62547
KiDS_DR3.0_33.3_-33.1_r_sci.fits,r,0.69312
KiDS_DR3.0_33.3_-33.1_u_sci.fits,u,0.89866
KiDS_DR3.0_333.9_-33.1_g_sci.fits,g,0.69163
KiDS_DR3.0_333.9_-33.1_i_sci.fits,i,1.00288
KiDS_DR3.0_333.9_-33.1_r_sci.fits,r,0.68288
KiDS_DR3.0_333.9_-33.1_u_sci.fits,u,0.99421
KiDS_DR3.0_335.0_-33.1_g_sci.fits,g,0.76273
KiDS_DR3.0_335.0_-33.1_i_sci.fits,i,0.81142
KiDS_DR3.0_335.0_-33.1_r_sci.fits,r,0.72283
KiDS_DR3.0_335.0_-33.1_u_sci.fits,u,1.19392
KiDS_DR3.0_335.3_-32.1_g_sci.fits,g,1.23121
KiDS_DR3.0_335.3_-32.1_i_sci.fits,i,0.74636
KiDS_DR3.0_335.3_-32.1_r_sci.fits,r,0.88987
KiDS_DR3.0_335.3_-32.1_u_sci.fits,u,0.94464
KiDS_DR3.0_335.5_-31.2_g_sci.fits,g,1.00875
KiDS_DR3.0_335.5_-31.2_i_sci.fits,i,0.82361
KiDS_DR3.0_335.5_-31.2_r_sci.fits,r,0.65057
KiDS_DR3.0_335.5_-31.2_u_sci.fits,u,0.94598
KiDS_DR3.0_336.2_-33.1_g_sci.fits,g,1.10068
KiDS_DR3.0_336.2_-33.1_i_sci.fits,i,0.89071
KiDS_DR3.0_336.2_-33.1_r_sci.fits,r,0.7513
KiDS_DR3.0_336.2_-33.1_u_sci.fits,u,1.15994
KiDS_DR3.0_336.5_-32.1_g_sci.fits,g,0.99297
KiDS_DR3.0_336.5_-32.1_i_sci.fits,i,1.1513
KiDS_DR3.0_336.5_-32.1_r_sci.fits,r,0.71101
KiDS_DR3.0_336.5_-32.1_u_sci.fits,u,1.06331
KiDS_DR3.0_336.7_-31.2_g_sci.fits,g,0.88103
KiDS_DR3.0_336.7_-31.2_i_sci.fits,i,0.69216
KiDS_DR3.0_336.7_-31.2_r_sci.fits,r,0.63358
KiDS_DR3.0_336.7_-31.2_u_sci.fits,u,1.20597
KiDS_DR3.0_337.2_-29.2_g_sci.fits,g,0.91005
KiDS_DR3.0_337.2_-29.2_i_sci.fits,i,1.10804
KiDS_DR3.0_337.2_-29.2_r_sci.fits,r,0.69573
KiDS_DR3.0_337.2_-29.2_u_sci.fits,u,1.09897
KiDS_DR3.0_337.4_-33.1_g_sci.fits,g,0.67545
KiDS_DR3.0_337.4_-33.1_i_sci.fits,i,0.88595
KiDS_DR3.0_337.4_-33.1_r_sci.fits,r,0.75071
KiDS_DR3.0_337.4_-33.1_u_sci.fits,u,0.97528
KiDS_DR3.0_337.6_-32.1_g_sci.fits,g,0.87528
KiDS_DR3.0_337.6_-32.1_i_sci.fits,i,0.70321
KiDS_DR3.0_337.6_-32.1_r_sci.fits,r,0.7512
KiDS_DR3.0_337.6_-32.1_u_sci.fits,u,1.25536
KiDS_DR3.0_338.1_-30.2_g_sci.fits,g,0.92305
KiDS_DR3.0_338.1_-30.2_i_sci.fits,i,0.66693
KiDS_DR3.0_338.1_-30.2_r_sci.fits,r,0.76439
KiDS_DR3.0_338.1_-30.2_u_sci.fits,u,0.90001
KiDS_DR3.0_338.4_-34.1_g_sci.fits,g,1.06044
KiDS_DR3.0_338.4_-34.1_i_sci.fits,i,0.58736
KiDS_DR3.0_338.4_-34.1_r_sci.fits,r,0.6171
KiDS_DR3.0_338.4_-34.1_u_sci.fits,u,1.15818
KiDS_DR3.0_338.8_-32.1_g_sci.fits,g,0.85204
KiDS_DR3.0_338.8_-32.1_i_sci.fits,i,0.53656
KiDS_DR3.0_338.8_-32.1_r_sci.fits,r,0.94026
KiDS_DR3.0_338.8_-32.1_u_sci.fits,u,0.92767
KiDS_DR3.0_339.3_-30.2_g_sci.fits,g,0.85335
KiDS_DR3.0_339.3_-30.2_i_sci.fits,i,0.77701
KiDS_DR3.0_339.3_-30.2_r_sci.fits,r,0.71436
KiDS_DR3.0_339.3_-30.2_u_sci.fits,u,1.01345
KiDS_DR3.0_339.6_-34.1_g_sci.fits,g,0.86024
KiDS_DR3.0_339.6_-34.1_i_sci.fits,i,0.98249
KiDS_DR3.0_339.6_-34.1_r_sci.fits,r,0.79961
KiDS_DR3.0_339.6_-34.1_u_sci.fits,u,0.93652
KiDS_DR3.0_339.8_-33.1_g_sci.fits,g,0.99367
KiDS_DR3.0_339.8_-33.1_i_sci.fits,i,0.76741
KiDS_DR3.0_339.8_-33.1_r_sci.fits,r,0.76047
KiDS_DR3.0_339.8_-33.1_u_sci.fits,u,0.89168
KiDS_DR3.0_340.0_-32.1_g_sci.fits,g,0.80013
KiDS_DR3.0_340.0_-32.1_i_sci.fits,i,1.22567
KiDS_DR3.0_340.0_-32.1_r_sci.fits,r,0.58597
KiDS_DR3.0_340.0_-32.1_u_sci.fits,u,0.99173
KiDS_DR3.0_340.4_-30.2_g_sci.fits,g,0.89067
KiDS_DR3.0_340.4_-30.2_i_sci.fits,i,0.73805
KiDS_DR3.0_340.4_-30.2_r_sci.fits,r,0.60077
KiDS_DR3.0_340.4_-30.2_u_sci.fits,u,1.09122
KiDS_DR3.0_340.8_-34.1_g_sci.fits,g,0.65033
KiDS_DR3.0_340.8_-34.1_i_sci.fits,i,0.8786
KiDS_DR3.0_340.8_-34.1_r_sci.fits,r,0.91813
KiDS_DR3.0_340.8_-34.1_u_sci.fits,u,0.90328
KiDS_DR3.0_341.6_-30.2_g_sci.fits,g,0.9203
KiDS_DR3.0_341.6_-30.2_i_sci.fits,i,0.71466
KiDS_DR3.0_341.6_-30.2_r_sci.fits,r,0.83818
KiDS_DR3.0_341.6_-30.2_u_sci.fits,u,1.07706
KiDS_DR3.0_341.8_-29.2_g_sci.fits,g,0.99142
KiDS_DR3.0_341.8_-29.2_i_sci.fits,i,1.16047
KiDS_DR3.0_341.8_-29.2_r_sci.fits,r,0.72348
KiDS_DR3.0_341.8_-29.2_u_sci.fits,u,1.18478
KiDS_DR3.0_342.0_-34.1_g_sci.fits,g,0.99558
KiDS_DR3.0_342.0_-34.1_i_sci.fits,i,0.70255
KiDS_DR3.0_342.0_-34.1_r_sci.fits,r,0.63821
KiDS_DR3.0_342.0_-34.1_u_sci.fits,u,1.14943
KiDS_DR3.0_342.4_-32.1_g_sci.fits,g,1.16862
KiDS_DR3.0_342.4_-32.1_i_sci.fits,i,0.68853
KiDS_DR3.0_342.4_-32.1_r_sci.fits,r,0.71489
KiDS_DR3.0_342.4_-32.1_u_sci.fits,u,0.90325
KiDS_DR3.0_343.2_-34.1_g_sci.fits,g,0.9641
KiDS_DR3.0_343.2_-34.1_i_sci.fits,i,0.62558
KiDS_DR3.0_343.2_-34.1_r_sci.fits,r,0.85789
KiDS_DR3.0_343.2_-34.1_u_sci.fits,u,0.98598
KiDS_DR3.0_343.9_-30.2_g_sci.fits,g,0.80862
KiDS_DR3.0_343.9_-30.2_i_sci.fits,i,0.699
KiDS_DR3.0_343.9_-30.2_r_sci.fits,r,0.81071
KiDS_DR3.0_343.9_-30.2_u_sci.fits,u,0.99259
KiDS_DR3.0_344.4_-34.1_g_sci.fits,g,0.88644
KiDS_DR3.0_344.4_-34.1_i_sci.fits,i,1.11637
KiDS_DR3.0_344.4_-34.1_r_sci.fits,r,0.8069
KiDS_DR3.0_344.4_-34.1_u_sci.fits,u,0.77249
KiDS_DR3.0_344.6_-33.1_g_sci.fits,g,0.98829
KiDS_DR3.0_344.6_-33.1_i_sci.fits,i,0.71098
KiDS_DR3.0_344.6_-33.1_r_sci.fits,r,0.65915
KiDS_DR3.0_344.6_-33.1_u_sci.fits,u,1.08539
KiDS_DR3.0_344.9_-31.2_g_sci.fits,g,0.85023
KiDS_DR3.0_344.9_-31.2_i_sci.fits,i,1.04685
KiDS_DR3.0_344.9_-31.2_r_sci.fits,r,0.51377
KiDS_DR3.0_344.9_-31.2_u_sci.fits,u,0.99663
KiDS_DR3.0_345.0_-30.2_g_sci.fits,g,1.10665
KiDS_DR3.0_345.0_-30.2_i_sci.fits,i,0.89366
KiDS_DR3.0_345.0_-30.2_r_sci.fits,r,0.81533
KiDS_DR3.0_345.0_-30.2_u_sci.fits,u,1.14501
KiDS_DR3.0_345.6_-34.1_g_sci.fits,g,1.10909
KiDS_DR3.0_345.6_-34.1_i_sci.fits,i,0.67798
KiDS_DR3.0_345.6_-34.1_r_sci.fits,r,0.87791
KiDS_DR3.0_345.6_-34.1_u_sci.fits,u,0.80851
KiDS_DR3.0_346.0_-31.2_g_sci.fits,g,0.81988
KiDS_DR3.0_346.0_-31.2_i_sci.fits,i,0.57549
KiDS_DR3.0_346.0_-31.2_r_sci.fits,r,0.73178
KiDS_DR3.0_346.0_-31.2_u_sci.fits,u,0.94426
KiDS_DR3.0_346.2_-30.2_g_sci.fits,g,0.7868
KiDS_DR3.0_346.2_-30.2_i_sci.fits,i,0.73742
KiDS_DR3.0_346.2_-30.2_r_sci.fits,r,0.51496
KiDS_DR3.0_346.2_-30.2_u_sci.fits,u,0.9851
KiDS_DR3.0_346.8_-34.1_g_sci.fits,g,0.85291
KiDS_DR3.0_346.8_-34.1_i_sci.fits,i,0.69988
KiDS_DR3.0_346.8_-34.1_r_sci.fits,r,0.5216
KiDS_DR3.0_346.8_-34.1_u_sci.fits,u,0.95205
KiDS_DR3.0_346.9_-33.1_g_sci.fits,g,1.07976
KiDS_DR3.0_346.9_-33.1_i_sci.fits,i,0.76685
KiDS_DR3.0_346.9_-33.1_r_sci.fits,r,0.68812
KiDS_DR3.0_346.9_-33.1_u_sci.fits,u,0.93579
KiDS_DR3.0_347.1_-32.1_g_sci.fits,g,1.17807
KiDS_DR3.0_347.1_-32.1_i_sci.fits,i,0.73734
KiDS_DR3.0_347.1_-32.1_r_sci.fits,r,0.59409
KiDS_DR3.0_347.1_-32.1_u_sci.fits,u,1.00577
KiDS_DR3.0_347.3_-30.2_g_sci.fits,g,0.83587
KiDS_DR3.0_347.3_-30.2_i_sci.fits,i,0.75573
KiDS_DR3.0_347.3_-30.2_r_sci.fits,r,0.59537
KiDS_DR3.0_347.3_-30.2_u_sci.fits,u,1.20217
KiDS_DR3.0_348.0_-34.1_g_sci.fits,g,0.86813
KiDS_DR3.0_348.0_-34.1_i_sci.fits,i,0.67237
KiDS_DR3.0_348.0_-34.1_r_sci.fits,r,0.57989
KiDS_DR3.0_348.0_-34.1_u_sci.fits,u,1.21194
KiDS_DR3.0_348.1_-33.1_g_sci.fits,g,0.8357
KiDS_DR3.0_348.1_-33.1_i_sci.fits,i,0.92051
KiDS_DR3.0_348.1_-33.1_r_sci.fits,r,0.65238
KiDS_DR3.0_348.1_-33.1_u_sci.fits,u,1.06012
KiDS_DR3.0_34.8_-34.1_g_sci.fits,g,0.54175
KiDS_DR3.0_34.8_-34.1_i_sci.fits,i,0.84456
KiDS_DR3.0_34.8_-34.1_r_sci.fits,r,0.77042
KiDS_DR3.0_34.8_-34.1_u_sci.fits,u,1.02039
KiDS_DR3.0_349.2_-34.1_g_sci.fits,g,0.87238
KiDS_DR3.0_349.2_-34.1_i_sci.fits,i,0.73994
KiDS_DR3.0_349.2_-34.1_r_sci.fits,r,0.51762
KiDS_DR3.0_349.2_-34.1_u_sci.fits,u,0.94463
KiDS_DR3.0_349.3_-33.1_g_sci.fits,g,0.81776
KiDS_DR3.0_349.3_-33.1_i_sci.fits,i,0.81003
KiDS_DR3.0_349.3_-33.1_r_sci.fits,r,0.85382
KiDS_DR3.0_349.3_-33.1_u_sci.fits,u,1.10725
KiDS_DR3.0_349.4_-32.1_g_sci.fits,g,1.09075
KiDS_DR3.0_349.4_-32.1_i_sci.fits,i,0.9098
KiDS_DR3.0_349.4_-32.1_r_sci.fits,r,0.58666
KiDS_DR3.0_349.4_-32.1_u_sci.fits,u,1.0271
KiDS_DR3.0_349.6_-30.2_g_sci.fits,g,1.08962
KiDS_DR3.0_349.6_-30.2_i_sci.fits,i,0.61386
KiDS_DR3.0_349.6_-30.2_r_sci.fits,r,0.72351
KiDS_DR3.0_349.6_-30.2_u_sci.fits,u,0.9049
KiDS_DR3.0_35.0_-31.2_g_sci.fits,g,0.67071
KiDS_DR3.0_35.0_-31.2_i_sci.fits,i,0.7787
KiDS_DR3.0_35.0_-31.2_r_sci.fits,r,0.62848
KiDS_DR3.0_35.0_-31.2_u_sci.fits,u,1.12832
KiDS_DR3.0_350.4_-34.1_g_sci.fits,g,1.18492
KiDS_DR3.0_350.4_-34.1_i_sci.fits,i,0.88086
KiDS_DR3.0_350.4_-34.1_r_sci.fits,r,0.67534
KiDS_DR3.0_350.4_-34.1_u_sci.fits,u,1.08382
KiDS_DR3.0_350.5_-33.1_g_sci.fits,g,0.81089
KiDS_DR3.0_350.5_-33.1_i_sci.fits,i,0.68012
KiDS_DR3.0_350.5_-33.1_r_sci.fits,r,0.79462
KiDS_DR3.0_350.5_-33.1_u_sci.fits,u,0.82933
KiDS_DR3.0_350.7_-31.2_g_sci.fits,g,0.72775
KiDS_DR3.0_350.7_-31.2_i_sci.fits,i,1.16218
KiDS_DR3.0_350.7_-31.2_r_sci.fits,r,0.69417
KiDS_DR3.0_350.7_-31.2_u_sci.fits,u,1.02299
KiDS_DR3.0_350.8_-30.2_g_sci.fits,g,1.06461
KiDS_DR3.0_350.8_-30.2_i_sci.fits,i,0.83383
KiDS_DR3.0_350.8_-30.2_r_sci.fits,r,0.75873
KiDS_DR3.0_350.8_-30.2_u_sci.fits,u,0.92916
KiDS_DR3.0_351.6_-34.1_g_sci.fits,g,0.78686
KiDS_DR3.0_351.6_-34.1_i_sci.fits,i,0.88674
KiDS_DR3.0_351.6_-34.1_r_sci.fits,r,0.58295
KiDS_DR3.0_351.6_-34.1_u_sci.fits,u,0.9146
KiDS_DR3.0_351.7_-33.1_g_sci.fits,g,0.63319
KiDS_DR3.0_351.7_-33.1_i_sci.fits,i,0.75393
KiDS_DR3.0_351.7_-33.1_r_sci.fits,r,0.75989
KiDS_DR3.0_351.7_-33.1_u_sci.fits,u,0.92433
KiDS_DR3.0_351.8_-32.1_g_sci.fits,g,0.92093
KiDS_DR3.0_351.8_-32.1_i_sci.fits,i,0.61645
KiDS_DR3.0_351.8_-32.1_r_sci.fits,r,0.78418
KiDS_DR3.0_351.8_-32.1_u_sci.fits,u,0.87199
KiDS_DR3.0_351.9_-30.2_g_sci.fits,g,0.65209
KiDS_DR3.0_351.9_-30.2_i_sci.fits,i,0.86713
KiDS_DR3.0_351.9_-30.2_r_sci.fits,r,0.60299
KiDS_DR3.0_351.9_-30.2_u_sci.fits,u,1.21406
KiDS_DR3.0_352.8_-34.1_g_sci.fits,g,0.88013
KiDS_DR3.0_352.8_-34.1_i_sci.fits,i,0.8624
KiDS_DR3.0_352.8_-34.1_r_sci.fits,r,0.82345
KiDS_DR3.0_352.8_-34.1_u_sci.fits,u,1.14269
KiDS_DR3.0_352.9_-33.1_g_sci.fits,g,0.91147
KiDS_DR3.0_352.9_-33.1_i_sci.fits,i,0.70518
KiDS_DR3.0_352.9_-33.1_r_sci.fits,r,0.78919
KiDS_DR3.0_352.9_-33.1_u_sci.fits,u,0.80699
KiDS_DR3.0_353.0_-31.2_g_sci.fits,g,0.75147
KiDS_DR3.0_353.0_-31.2_i_sci.fits,i,0.60192
KiDS_DR3.0_353.0_-31.2_r_sci.fits,r,0.79907
KiDS_DR3.0_353.0_-31.2_u_sci.fits,u,1.08595
KiDS_DR3.0_354.0_-34.1_g_sci.fits,g,1.0405
KiDS_DR3.0_354.0_-34.1_i_sci.fits,i,0.77035
KiDS_DR3.0_354.0_-34.1_r_sci.fits,r,0.81671
KiDS_DR3.0_354.0_-34.1_u_sci.fits,u,1.11913
KiDS_DR3.0_354.1_-32.1_g_sci.fits,g,0.66892
KiDS_DR3.0_354.1_-32.1_i_sci.fits,i,0.65836
KiDS_DR3.0_354.1_-32.1_r_sci.fits,r,0.76611
KiDS_DR3.0_354.1_-32.1_u_sci.fits,u,1.13582
KiDS_DR3.0_354.1_-33.1_g_sci.fits,g,0.62882
KiDS_DR3.0_354.1_-33.1_i_sci.fits,i,0.75421
KiDS_DR3.0_354.1_-33.1_r_sci.fits,r,0.68483
KiDS_DR3.0_354.1_-33.1_u_sci.fits,u,0.94268
KiDS_DR3.0_355.2_-33.1_g_sci.fits,g,0.79115
KiDS_DR3.0_355.2_-33.1_i_sci.fits,i,0.85582
KiDS_DR3.0_355.2_-33.1_r_sci.fits,r,0.59749
KiDS_DR3.0_355.2_-33.1_u_sci.fits,u,1.06952
KiDS_DR3.0_35.6_-33.1_g_sci.fits,g,1.09258
KiDS_DR3.0_35.6_-33.1_i_sci.fits,i,1.16799
KiDS_DR3.0_35.6_-33.1_r_sci.fits,r,0.74399
KiDS_DR3.0_35.6_-33.1_u_sci.fits,u,1.13015
KiDS_DR3.0_356.4_-33.1_g_sci.fits,g,0.97173
KiDS_DR3.0_356.4_-33.1_i_sci.fits,i,1.18273
KiDS_DR3.0_356.4_-33.1_r_sci.fits,r,0.69854
KiDS_DR3.0_356.4_-33.1_u_sci.fits,u,0.91474
KiDS_DR3.0_356.5_-31.2_g_sci.fits,g,0.79217
KiDS_DR3.0_356.5_-31.2_i_sci.fits,i,0.96873
KiDS_DR3.0_356.5_-31.2_r_sci.fits,r,0.61825
KiDS_DR3.0_356.5_-31.2_u_sci.fits,u,0.8832
KiDS_DR3.0_356.5_-32.1_g_sci.fits,g,1.0941
KiDS_DR3.0_356.5_-32.1_i_sci.fits,i,0.71903
KiDS_DR3.0_356.5_-32.1_r_sci.fits,r,0.65662
KiDS_DR3.0_356.5_-32.1_u_sci.fits,u,0.86303
KiDS_DR3.0_357.6_-32.1_g_sci.fits,g,0.8012
KiDS_DR3.0_357.6_-32.1_i_sci.fits,i,1.08878
